PSNR_LDCT,PSNR_ENH,SSIM_LDCT,SSIM_ENH
30.198177,28.403948,0.9532871659767185,0.9584034560326389
30.212526,28.025953,0.9588547085206796,0.9598204709289055
30.162098,28.179255,0.9671638269977213,0.9689445157085885
30.123363,28.70096,0.9781849042199698,0.9811059571268345
30.1598,28.802982,0.9799907397753579,0.9828827078936743
30.243568,28.318829,0.9762129350246804,0.978760390203392
30.213902,28.26485,0.9774737093844358,0.9794169279928832
30.199558,27.752645,0.9804257191866034,0.9817647897152284
30.17498,27.361166,0.9858617815986469,0.9864278788239946
30.686083,28.979609,0.9800517243556807,0.9854442041722484
30.575544,28.518364,0.9726684412077901,0.9789236481777049
30.997185,28.908375,0.9836067655863122,0.9860083105945804
30.802765,28.849964,0.9760969317104508,0.9814239192926475
30.875156,28.788187,0.9789452557073072,0.9826010015201067
30.68045,28.408222,0.9741975243836508,0.9794064357197706
30.491543,28.236443,0.9719709358429283,0.9784226793831384
30.638966,28.245617,0.9706784948427503,0.9775250752164368
30.651714,28.541428,0.9603379489222368,0.971012840774943
30.5891,28.446712,0.9552259683686065,0.9669617251164428
30.482277,28.465927,0.9528386817888611,0.9664740093532765
30.53035,28.46649,0.9557634925625411,0.9664267343149958
30.440435,28.350782,0.9519089843100249,0.9646785197136345
30.183943,28.35266,0.9499572865682652,0.9638024762529611
30.42564,28.206728,0.9563152346569198,0.9672766741368745
30.098469,28.099482,0.9485556499583797,0.9631342719365326
30.172195,28.331009,0.9459743104130949,0.9609613998487998
30.14034,28.117533,0.949367155776397,0.9609778653624554
30.31372,28.149921,0.953198328517973,0.9636488187370861
30.394642,28.347876,0.9504256401468906,0.9617815865467527
30.310438,28.257515,0.9476547487117694,0.9595360480569375
30.16922,28.039492,0.9485057840410202,0.9592099146677884
29.925745,28.076942,0.9373057178495777,0.9536647803977961
29.950775,28.05501,0.938589976127891,0.9549610996096091
30.021048,27.970337,0.9419153061500705,0.9566750994943322
30.13602,28.083956,0.9427129117220747,0.9559311852208057
30.087456,28.090343,0.9401801552731587,0.956172733208928
30.171366,28.15374,0.9409148021540162,0.9548189658191762
30.095541,27.825796,0.9445330144439967,0.9561449125118479
30.048323,27.856428,0.9456524050900363,0.9569313530596513
30.12807,28.0227,0.9479276895756801,0.9589077716162183
30.180819,28.023272,0.9469909231927796,0.9578571857737834
30.168686,27.958162,0.9443642399525016,0.9554058786041456
30.354261,28.307281,0.9458478542952409,0.955262580918231
30.48876,28.584127,0.943719575817811,0.954978026770825
30.613844,29.102896,0.9429066449559271,0.9545704239227769
30.750257,29.432535,0.9440200331467996,0.9560526752955818
30.716488,29.064913,0.9477753555342942,0.9581673820415102
30.491583,28.576796,0.9445240678156479,0.9580554424618525
30.598402,28.670525,0.9478185988012718,0.9601616015768274
30.585173,28.693306,0.9474567217972127,0.9606359275104326
30.608631,28.949417,0.9428163282174556,0.9565550312313729
30.50379,28.61532,0.9446149281764574,0.9578084098006244
30.515203,28.654575,0.9499169613569884,0.961899762470375
30.318733,28.194798,0.9517773505868369,0.9616894559647899
30.41788,28.254116,0.9527396509835991,0.9615262166424199
30.389095,28.499786,0.9507919443940982,0.9606790879023449
30.307087,28.5298,0.9482436948143558,0.9586025806736554
30.26902,28.20358,0.9531177900405996,0.9599948476393967
30.233047,28.302591,0.9540010319885089,0.9616805313213517
