LDCT_PSNR,Enhanced_PSNR,Region_Adaptive_PSNR,LDCT_SSIM,Enhanced_SSIM,Region_Adaptive_SSIM
27.440111,25.526283,25.895512,0.9845552861222132,0.9863543200197863,0.9879528673182937
27.45796,25.373524,25.760881,0.9838170022462398,0.9853281056147498,0.9866970963786588
27.525635,25.611298,25.982008,0.984027828136176,0.9855768331604956,0.986798677501078
27.578802,25.702492,26.14189,0.9827128534257449,0.9846292566769079,0.9862286364630131
27.563189,25.083202,25.467194,0.9795299281048211,0.9808320199738448,0.9827824051320417
27.547897,25.256058,25.63874,0.9759379243485309,0.9768503138731447,0.9790018280416463
27.583502,25.09183,25.398333,0.974988517970269,0.9756663606120429,0.977168460667078
27.549522,25.352068,25.715946,0.9751357451729851,0.9761620354519663,0.9783180775225468
27.492874,25.033398,25.383837,0.9783140250854826,0.979285135361124,0.9812943833246057
27.332277,24.864147,25.069443,0.9775481855296237,0.9793834120580966,0.9809594786880007
27.296581,24.40305,24.514715,0.9788255682211748,0.9791229817237058,0.9799916253514561
27.277996,24.53102,24.709187,0.9806488836614092,0.9799316416226438,0.9808333400394743
27.368834,24.549398,24.67072,0.9831007204846959,0.9830888559473089,0.9837448645581173
27.326338,24.19508,24.494389,0.9869896119239917,0.9875979869447921,0.9884660186708695
